Type of Food,Number of Guests,Event Type,Quantity of Food,Storage Conditions,Purchase History,Seasonality,Preparation Method,Geographical Location,Pricing,Wastage Food Amount,Timestamp,Year,Month,Day,DayOfWeek,IsWeekend,Quarter,food_per_guest_ratio
Vegetables,220,Wedding,300,Refrigerated,Occasional,Summer,Finger Food,Rural,Low,15,2024-02-13 20:04:53.877551104,2024,2,13,1,0,1,1.3636363636363635
Vegetables,367,Social Gathering,420,Refrigerated,Regular,Summer,Buffet,Urban,Low,40,2024-02-14 01:57:33.061224448,2024,2,14,2,0,1,1.1444141689373297
Meat,350,Birthday,450,Refrigerated,Regular,Summer,Sit-down Dinner,Urban,Moderate,25,2024-02-14 07:50:12.244898048,2024,2,14,2,0,1,1.2857142857142858
Baked Goods,250,Wedding,350,Room Temperature,Regular,All Seasons,Buffet,Urban,Low,10,2024-02-15 01:28:09.795918336,2024,2,15,3,0,1,1.4
Vegetables,380,Corporate,480,Refrigerated,Regular,Summer,Buffet,Suburban,Moderate,30,2024-02-15 13:13:28.163265280,2024,2,15,3,0,1,1.263157894736842
Meat,220,Corporate,300,Room Temperature,Regular,Winter,Finger Food,Rural,Moderate,15,2024-02-15 19:06:07.346938880,2024,2,15,3,0,1,1.3636363636363635
Fruits,400,Wedding,500,Room Temperature,Regular,Winter,Sit-down Dinner,Urban,High,40,2024-02-16 00:58:46.530612224,2024,2,16,4,0,1,1.25
Baked Goods,250,Birthday,350,Room Temperature,Regular,Winter,Buffet,Rural,Moderate,20,2024-02-16 12:44:04.897959168,2024,2,16,4,0,1,1.4
Meat,350,Birthday,450,Refrigerated,Regular,Winter,Sit-down Dinner,Suburban,Moderate,25,2024-02-16 18:36:44.081632768,2024,2,16,4,0,1,1.2857142857142858
Fruits,380,Birthday,480,Room Temperature,Occasional,Summer,Buffet,Suburban,Moderate,30,2024-02-17 06:22:02.448979712,2024,2,17,5,1,1,1.263157894736842
Vegetables,400,Birthday,500,Refrigerated,Regular,Winter,Sit-down Dinner,Suburban,Low,25,2024-02-17 18:07:20.816326656,2024,2,17,5,1,1,1.25
Baked Goods,300,Birthday,450,Room Temperature,Regular,Summer,Finger Food,Suburban,High,35,2024-02-18 00:00:00.000000000,2024,2,18,6,1,1,1.5
Dairy Products,250,Corporate,350,Room Temperature,Regular,All Seasons,Buffet,Urban,Low,10,2024-02-18 05:52:39.183673344,2024,2,18,6,1,1,1.4
Baked Goods,220,Corporate,300,Room Temperature,Regular,Summer,Sit-down Dinner,Urban,Low,15,2024-02-18 11:45:18.367346944,2024,2,18,6,1,1,1.3636363636363635
Vegetables,320,Birthday,400,Refrigerated,Regular,All Seasons,Finger Food,Rural,Moderate,25,2024-02-18 23:30:36.734693888,2024,2,18,6,1,1,1.25
Baked Goods,450,Corporate,500,Room Temperature,Occasional,Summer,Finger Food,Urban,High,30,2024-02-19 05:23:15.918367232,2024,2,19,0,0,1,1.1111111111111112
Fruits,400,Corporate,500,Refrigerated,Regular,All Seasons,Sit-down Dinner,Suburban,High,40,2024-02-19 11:15:55.102040832,2024,2,19,0,0,1,1.25
Fruits,342,Corporate,405,Room Temperature,Regular,All Seasons,Finger Food,Urban,Moderate,29,2024-02-19 17:08:34.285714176,2024,2,19,0,0,1,1.1842105263157894
Dairy Products,250,Wedding,350,Room Temperature,Regular,All Seasons,Finger Food,Rural,High,35,2024-02-20 10:46:31.836734720,2024,2,20,1,0,1,1.4
Dairy Products,300,Birthday,400,Room Temperature,Regular,All Seasons,Buffet,Urban,Moderate,30,2024-02-20 16:39:11.020408064,2024,2,20,1,0,1,1.3333333333333333
Baked Goods,350,Birthday,450,Room Temperature,Occasional,All Seasons,Finger Food,Rural,High,30,2024-02-21 04:24:29.387755008,2024,2,21,2,0,1,1.2857142857142858
Meat,220,Social Gathering,300,Room Temperature,Regular,Winter,Finger Food,Suburban,Moderate,15,2024-02-21 16:09:47.755101952,2024,2,21,2,0,1,1.3636363636363635
Dairy Products,280,Wedding,350,Room Temperature,Regular,Winter,Finger Food,Suburban,Moderate,20,2024-02-21 22:02:26.938775552,2024,2,21,2,0,1,1.25
Fruits,400,Wedding,500,Room Temperature,Occasional,All Seasons,Sit-down Dinner,Suburban,High,50,2024-02-22 03:55:06.122448896,2024,2,22,3,0,1,1.25
Dairy Products,400,Corporate,500,Room Temperature,Regular,All Seasons,Finger Food,Urban,High,40,2024-02-22 09:47:45.306122496,2024,2,22,3,0,1,1.25
Fruits,250,Social Gathering,350,Refrigerated,Regular,Winter,Sit-down Dinner,Suburban,Moderate,20,2024-02-22 21:33:03.673469440,2024,2,22,3,0,1,1.4
Dairy Products,300,Corporate,400,Room Temperature,Regular,Winter,Sit-down Dinner,Suburban,Low,20,2024-02-23 03:25:42.857142784,2024,2,23,4,0,1,1.3333333333333333
Dairy Products,220,Corporate,300,Room Temperature,Regular,Summer,Finger Food,Suburban,Moderate,15,2024-02-23 09:18:22.040816384,2024,2,23,4,0,1,1.3636363636363635
Baked Goods,350,Corporate,450,Room Temperature,Regular,Winter,Sit-down Dinner,Suburban,Moderate,25,2024-02-23 15:11:01.224489728,2024,2,23,4,0,1,1.2857142857142858
Vegetables,320,Social Gathering,400,Refrigerated,Occasional,Summer,Finger Food,Suburban,Moderate,25,2024-02-23 21:03:40.408163328,2024,2,23,4,0,1,1.25
Baked Goods,320,Corporate,400,Room Temperature,Regular,All Seasons,Finger Food,Suburban,Moderate,25,2024-02-24 02:56:19.591836672,2024,2,24,5,1,1,1.25
Dairy Products,220,Corporate,300,Room Temperature,Regular,All Seasons,Finger Food,Urban,Moderate,15,2024-02-24 08:48:58.775510272,2024,2,24,5,1,1,1.3636363636363635
Dairy Products,250,Birthday,350,Room Temperature,Regular,All Seasons,Finger Food,Suburban,Moderate,20,2024-02-24 14:41:37.959183616,2024,2,24,5,1,1,1.4
Dairy Products,450,Social Gathering,500,Room Temperature,Regular,All Seasons,Finger Food,Rural,High,30,2024-02-25 02:26:56.326530560,2024,2,25,6,1,1,1.1111111111111112
Dairy Products,350,Wedding,450,Room Temperature,Occasional,All Seasons,Sit-down Dinner,Suburban,High,40,2024-02-25 08:19:35.510204160,2024,2,25,6,1,1,1.2857142857142858
Vegetables,300,Social Gathering,400,Room Temperature,Occasional,Winter,Sit-down Dinner,Suburban,High,40,2024-02-25 14:12:14.693877504,2024,2,25,6,1,1,1.3333333333333333
Dairy Products,300,Social Gathering,400,Room Temperature,Regular,Winter,Sit-down Dinner,Suburban,Low,20,2024-02-25 20:04:53.877551104,2024,2,25,6,1,1,1.3333333333333333
Dairy Products,280,Social Gathering,350,Room Temperature,Regular,All Seasons,Finger Food,Suburban,Moderate,20,2024-02-26 07:50:12.244898048,2024,2,26,0,0,1,1.25
Dairy Products,350,Social Gathering,450,Room Temperature,Regular,All Seasons,Sit-down Dinner,Urban,Moderate,25,2024-02-26 13:42:51.428571392,2024,2,26,0,0,1,1.2857142857142858
Dairy Products,247,Social Gathering,348,Room Temperature,Regular,All Seasons,Finger Food,Suburban,Moderate,16,2024-02-26 19:35:30.612244992,2024,2,26,0,0,1,1.408906882591093
Dairy Products,400,Social Gathering,500,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,High,40,2024-02-27 01:28:09.795918336,2024,2,27,1,0,1,1.25
Dairy Products,320,Social Gathering,400,Room Temperature,Regular,All Seasons,Finger Food,Suburban,Moderate,25,2024-02-27 07:20:48.979591936,2024,2,27,1,0,1,1.25
Meat,320,Birthday,400,Refrigerated,Regular,Winter,Buffet,Rural,High,30,2024-02-27 19:06:07.346938880,2024,2,27,1,0,1,1.25
Meat,280,Wedding,400,Refrigerated,Regular,Winter,Buffet,Urban,Moderate,25,2024-02-28 00:58:46.530612224,2024,2,28,2,0,1,1.4285714285714286
Meat,320,Corporate,400,Room Temperature,Regular,Summer,Buffet,Urban,High,45,2024-02-28 06:51:25.714285824,2024,2,28,2,0,1,1.25
Meat,350,Birthday,450,Refrigerated,Regular,Summer,Finger Food,Suburban,Low,20,2024-02-28 12:44:04.897959168,2024,2,28,2,0,1,1.2857142857142858
Meat,350,Birthday,450,Refrigerated,Regular,Winter,Finger Food,Suburban,High,30,2024-02-29 00:29:23.265306112,2024,2,29,3,0,1,1.2857142857142858
Meat,400,Wedding,500,Refrigerated,Regular,Winter,Sit-down Dinner,Urban,High,50,2024-02-29 06:22:02.448979712,2024,2,29,3,0,1,1.25
Fruits,320,Wedding,400,Refrigerated,Regular,Summer,Sit-down Dinner,Urban,High,35,2024-02-29 12:14:41.632653056,2024,2,29,3,0,1,1.25
Baked Goods,220,Social Gathering,300,Room Temperature,Regular,Winter,Finger Food,Suburban,Moderate,15,2024-02-29 18:07:20.816326656,2024,2,29,3,0,1,1.3636363636363635
Dairy Products,434,Social Gathering,495,Room Temperature,Regular,Winter,Sit-down Dinner,Suburban,Low,36,2024-03-01 00:00:00.000000000,2024,3,1,4,0,1,1.140552995391705
Dairy Products,300,Social Gathering,400,Room Temperature,Regular,Winter,Sit-down Dinner,Suburban,High,40,2024-03-01 05:52:39.183673344,2024,3,1,4,0,1,1.3333333333333333
Dairy Products,300,Social Gathering,400,Room Temperature,Regular,All Seasons,Finger Food,Suburban,Moderate,25,2024-03-01 11:45:18.367346944,2024,3,1,4,0,1,1.3333333333333333
Meat,320,Birthday,480,Refrigerated,Regular,Winter,Buffet,Rural,High,40,2024-03-01 17:37:57.551020288,2024,3,1,4,0,1,1.5
Meat,350,Corporate,450,Refrigerated,Occasional,Summer,Buffet,Urban,High,40,2024-03-01 23:30:36.734693888,2024,3,1,4,0,1,1.2857142857142858
Meat,400,Corporate,500,Refrigerated,Occasional,Winter,Buffet,Rural,High,30,2024-03-02 05:23:15.918367232,2024,3,2,5,1,1,1.25
Meat,310,Birthday,350,Refrigerated,Regular,Winter,Finger Food,Rural,High,35,2024-03-02 11:15:55.102040832,2024,3,2,5,1,1,1.1290322580645162
Meat,380,Wedding,500,Refrigerated,Regular,Winter,Sit-down Dinner,Urban,High,35,2024-03-02 17:08:34.285714176,2024,3,2,5,1,1,1.3157894736842106
Meat,220,Wedding,300,Refrigerated,Regular,Summer,Finger Food,Rural,Moderate,15,2024-03-02 23:01:13.469387776,2024,3,2,5,1,1,1.3636363636363635
Meat,220,Corporate,300,Room Temperature,Regular,Summer,Finger Food,Urban,Low,15,2024-03-03 04:53:52.653061120,2024,3,3,6,1,1,1.3636363636363635
Fruits,310,Wedding,350,Refrigerated,Regular,All Seasons,Finger Food,Rural,High,35,2024-03-03 10:46:31.836734720,2024,3,3,6,1,1,1.1290322580645162
Meat,434,Birthday,495,Refrigerated,Regular,Winter,Sit-down Dinner,Suburban,Low,36,2024-03-03 16:39:11.020408064,2024,3,3,6,1,1,1.140552995391705
Fruits,275,Corporate,388,Room Temperature,Regular,Winter,Finger Food,Urban,Low,16,2024-03-04 04:24:29.387755008,2024,3,4,0,0,1,1.410909090909091
Meat,300,Wedding,400,Refrigerated,Regular,All Seasons,Finger Food,Urban,Moderate,15,2024-03-04 10:17:08.571428608,2024,3,4,0,0,1,1.3333333333333333
Meat,220,Wedding,300,Room Temperature,Regular,Winter,Sit-down Dinner,Suburban,Low,15,2024-03-04 16:09:47.755101952,2024,3,4,0,0,1,1.3636363636363635
Meat,350,Corporate,450,Refrigerated,Regular,Summer,Sit-down Dinner,Urban,Moderate,25,2024-03-04 22:02:26.938775552,2024,3,4,0,0,1,1.2857142857142858
Meat,400,Wedding,500,Refrigerated,Occasional,Summer,Sit-down Dinner,Suburban,High,40,2024-03-05 03:55:06.122448896,2024,3,5,1,0,1,1.25
Meat,220,Corporate,300,Room Temperature,Regular,Summer,Finger Food,Urban,Moderate,15,2024-03-05 09:47:45.306122496,2024,3,5,1,0,1,1.3636363636363635
Meat,220,Birthday,300,Refrigerated,Occasional,Winter,Finger Food,Suburban,Moderate,15,2024-03-05 15:40:24.489795840,2024,3,5,1,0,1,1.3636363636363635
Vegetables,350,Birthday,450,Room Temperature,Regular,Summer,Finger Food,Urban,High,30,2024-03-05 21:33:03.673469440,2024,3,5,1,0,1,1.2857142857142858
Vegetables,220,Corporate,300,Refrigerated,Regular,Winter,Sit-down Dinner,Urban,Low,15,2024-03-06 03:25:42.857142784,2024,3,6,2,0,1,1.3636363636363635
Baked Goods,220,Birthday,300,Room Temperature,Regular,Summer,Finger Food,Urban,Low,15,2024-03-06 09:18:22.040816384,2024,3,6,2,0,1,1.3636363636363635
Dairy Products,300,Birthday,400,Room Temperature,Regular,Summer,Buffet,Suburban,Low,20,2024-03-06 15:11:01.224489728,2024,3,6,2,0,1,1.3333333333333333
Vegetables,280,Corporate,350,Refrigerated,Regular,Summer,Finger Food,Urban,Moderate,20,2024-03-06 21:03:40.408163328,2024,3,6,2,0,1,1.25
Baked Goods,350,Corporate,450,Room Temperature,Regular,Summer,Finger Food,Urban,Low,20,2024-03-07 02:56:19.591836672,2024,3,7,3,0,1,1.2857142857142858
Fruits,280,Corporate,350,Room Temperature,Regular,Winter,Finger Food,Urban,Moderate,20,2024-03-07 08:48:58.775510272,2024,3,7,3,0,1,1.25
Baked Goods,320,Wedding,400,Room Temperature,Occasional,Summer,Buffet,Rural,High,35,2024-03-07 14:41:37.959183616,2024,3,7,3,0,1,1.25
Meat,280,Birthday,350,Room Temperature,Regular,Summer,Finger Food,Rural,Moderate,20,2024-03-07 20:34:17.142857216,2024,3,7,3,0,1,1.25
Meat,207,Corporate,280,Room Temperature,Regular,Winter,Finger Food,Suburban,High,20,2024-03-08 02:26:56.326530560,2024,3,8,4,0,1,1.3526570048309179
Fruits,275,Corporate,388,Room Temperature,Regular,Winter,Finger Food,Suburban,Low,16,2024-03-08 08:19:35.510204160,2024,3,8,4,0,1,1.410909090909091
Meat,250,Wedding,350,Refrigerated,Regular,All Seasons,Sit-down Dinner,Urban,Moderate,20,2024-03-08 20:04:53.877551104,2024,3,8,4,0,1,1.4
Meat,400,Birthday,500,Refrigerated,Regular,All Seasons,Sit-down Dinner,Suburban,High,40,2024-03-09 01:57:33.061224448,2024,3,9,5,1,1,1.25
Fruits,350,Birthday,450,Room Temperature,Regular,All Seasons,Finger Food,Suburban,High,30,2024-03-09 07:50:12.244898048,2024,3,9,5,1,1,1.2857142857142858
Baked Goods,300,Wedding,400,Room Temperature,Regular,All Seasons,Finger Food,Rural,Low,20,2024-03-09 13:42:51.428571392,2024,3,9,5,1,1,1.3333333333333333
Meat,350,Birthday,450,Room Temperature,Regular,Winter,Sit-down Dinner,Suburban,Moderate,25,2024-03-09 19:35:30.612244992,2024,3,9,5,1,1,1.2857142857142858
Baked Goods,250,Birthday,350,Room Temperature,Regular,All Seasons,Buffet,Rural,Moderate,20,2024-03-10 01:28:09.795918336,2024,3,10,6,1,1,1.4
Fruits,320,Birthday,400,Room Temperature,Regular,All Seasons,Sit-down Dinner,Urban,High,35,2024-03-10 07:20:48.979591936,2024,3,10,6,1,1,1.25
Dairy Products,350,Birthday,450,Refrigerated,Regular,All Seasons,Finger Food,Suburban,Low,20,2024-03-10 19:06:07.346938880,2024,3,10,6,1,1,1.2857142857142858
Vegetables,320,Wedding,400,Refrigerated,Regular,Winter,Buffet,Rural,High,30,2024-03-11 00:58:46.530612224,2024,3,11,0,0,1,1.25
Meat,320,Corporate,400,Refrigerated,Regular,Winter,Finger Food,Urban,Low,15,2024-03-11 12:44:04.897959168,2024,3,11,0,0,1,1.25
Fruits,320,Wedding,400,Refrigerated,Regular,All Seasons,Buffet,Rural,High,35,2024-03-11 18:36:44.081632768,2024,3,11,0,0,1,1.25
Dairy Products,290,Wedding,374,Room Temperature,Regular,All Seasons,Finger Food,Urban,Low,27,2024-03-12 06:22:02.448979712,2024,3,12,1,0,1,1.289655172413793
Dairy Products,350,Birthday,450,Room Temperature,Regular,Summer,Sit-down Dinner,Rural,High,35,2024-03-12 12:14:41.632653056,2024,3,12,1,0,1,1.2857142857142858
Fruits,280,Social Gathering,350,Room Temperature,Regular,Winter,Finger Food,Rural,Moderate,20,2024-03-12 18:07:20.816326656,2024,3,12,1,0,1,1.25
Dairy Products,280,Corporate,400,Room Temperature,Regular,All Seasons,Buffet,Urban,Moderate,25,2024-03-13 00:00:00.000000000,2024,3,13,2,0,1,1.4285714285714286
Baked Goods,250,Wedding,350,Room Temperature,Regular,Summer,Finger Food,Rural,High,30,2024-03-13 05:52:39.183673344,2024,3,13,2,0,1,1.4
Fruits,320,Corporate,400,Refrigerated,Regular,Summer,Finger Food,Suburban,Moderate,20,2024-03-13 11:45:18.367346944,2024,3,13,2,0,1,1.25
Meat,350,Wedding,450,Refrigerated,Regular,Winter,Sit-down Dinner,Suburban,Moderate,25,2024-03-13 17:37:57.551020288,2024,3,13,2,0,1,1.2857142857142858
Vegetables,267,Wedding,393,Room Temperature,Regular,Summer,Sit-down Dinner,Rural,Low,24,2024-03-13 23:30:36.734693888,2024,3,13,2,0,1,1.4719101123595506
Baked Goods,450,Corporate,500,Room Temperature,Regular,Summer,Finger Food,Urban,High,30,2024-03-14 05:23:15.918367232,2024,3,14,3,0,1,1.1111111111111112
Meat,220,Wedding,300,Refrigerated,Regular,Summer,Finger Food,Rural,Moderate,20,2024-03-14 11:15:55.102040832,2024,3,14,3,0,1,1.3636363636363635
Fruits,320,Birthday,400,Room Temperature,Occasional,Winter,Buffet,Rural,High,30,2024-03-14 17:08:34.285714176,2024,3,14,3,0,1,1.25
Meat,400,Corporate,500,Refrigerated,Regular,Summer,Sit-down Dinner,Rural,High,40,2024-03-14 23:01:13.469387776,2024,3,14,3,0,1,1.25
Dairy Products,400,Corporate,500,Room Temperature,Regular,Winter,Sit-down Dinner,Urban,High,50,2024-03-15 04:53:52.653061120,2024,3,15,4,0,1,1.25
Baked Goods,247,Birthday,348,Room Temperature,Regular,All Seasons,Finger Food,Urban,Moderate,16,2024-03-15 16:39:11.020408064,2024,3,15,4,0,1,1.408906882591093
Fruits,320,Wedding,400,Room Temperature,Regular,Winter,Sit-down Dinner,Suburban,High,35,2024-03-15 22:31:50.204081664,2024,3,15,4,0,1,1.25
Meat,290,Social Gathering,374,Refrigerated,Regular,All Seasons,Finger Food,Rural,Low,27,2024-03-16 04:24:29.387755008,2024,3,16,5,1,1,1.289655172413793
Fruits,320,Birthday,400,Room Temperature,Regular,Summer,Sit-down Dinner,Suburban,High,40,2024-03-16 10:17:08.571428608,2024,3,16,5,1,1,1.25
Vegetables,438,Birthday,493,Refrigerated,Regular,Winter,Sit-down Dinner,Suburban,High,33,2024-03-16 16:09:47.755101952,2024,3,16,5,1,1,1.1255707762557077
Dairy Products,280,Birthday,350,Room Temperature,Regular,Summer,Finger Food,Urban,Low,15,2024-03-16 22:02:26.938775552,2024,3,16,5,1,1,1.25
Dairy Products,280,Social Gathering,350,Room Temperature,Regular,Winter,Finger Food,Rural,Low,20,2024-03-17 03:55:06.122448896,2024,3,17,6,1,1,1.25
Dairy Products,280,Wedding,350,Room Temperature,Regular,All Seasons,Finger Food,Urban,Moderate,20,2024-03-17 09:47:45.306122496,2024,3,17,6,1,1,1.25
Baked Goods,400,Birthday,500,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,High,45,2024-03-17 15:40:24.489795840,2024,3,17,6,1,1,1.25
Baked Goods,350,Birthday,450,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,High,35,2024-03-17 21:33:03.673469440,2024,3,17,6,1,1,1.2857142857142858
Dairy Products,350,Wedding,450,Room Temperature,Occasional,Summer,Sit-down Dinner,Urban,Moderate,25,2024-03-18 03:25:42.857142784,2024,3,18,0,0,1,1.2857142857142858
Dairy Products,220,Wedding,300,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,Low,15,2024-03-18 09:18:22.040816384,2024,3,18,0,0,1,1.3636363636363635
Dairy Products,250,Wedding,350,Room Temperature,Regular,All Seasons,Finger Food,Suburban,Moderate,20,2024-03-18 21:03:40.408163328,2024,3,18,0,0,1,1.4
Baked Goods,412,Social Gathering,478,Room Temperature,Regular,Winter,Sit-down Dinner,Suburban,Low,38,2024-03-19 02:56:19.591836672,2024,3,19,1,0,1,1.1601941747572815
Dairy Products,320,Social Gathering,400,Room Temperature,Regular,All Seasons,Buffet,Urban,Moderate,25,2024-03-19 08:48:58.775510272,2024,3,19,1,0,1,1.25
Baked Goods,350,Birthday,450,Room Temperature,Regular,Summer,Finger Food,Suburban,High,30,2024-03-19 20:34:17.142857216,2024,3,19,1,0,1,1.2857142857142858
Baked Goods,302,Corporate,371,Room Temperature,Regular,All Seasons,Buffet,Suburban,Low,27,2024-03-20 02:26:56.326530560,2024,3,20,2,0,1,1.228476821192053
Vegetables,350,Corporate,450,Room Temperature,Regular,Summer,Sit-down Dinner,Urban,High,35,2024-03-20 14:12:14.693877504,2024,3,20,2,0,1,1.2857142857142858
Fruits,280,Birthday,350,Refrigerated,Regular,Summer,Finger Food,Rural,Moderate,20,2024-03-20 20:04:53.877551104,2024,3,20,2,0,1,1.25
Meat,250,Wedding,350,Refrigerated,Regular,Winter,Sit-down Dinner,Urban,Moderate,25,2024-03-21 01:57:33.061224448,2024,3,21,3,0,1,1.4
Baked Goods,350,Social Gathering,450,Room Temperature,Regular,Winter,Sit-down Dinner,Urban,Moderate,25,2024-03-21 13:42:51.428571392,2024,3,21,3,0,1,1.2857142857142858
Dairy Products,280,Corporate,350,Room Temperature,Regular,All Seasons,Finger Food,Suburban,Moderate,20,2024-03-21 19:35:30.612244992,2024,3,21,3,0,1,1.25
Baked Goods,280,Social Gathering,350,Room Temperature,Regular,All Seasons,Finger Food,Rural,Moderate,20,2024-03-22 01:28:09.795918336,2024,3,22,4,0,1,1.25
Vegetables,208,Social Gathering,282,Room Temperature,Regular,Summer,Sit-down Dinner,Suburban,Moderate,22,2024-03-22 07:20:48.979591936,2024,3,22,4,0,1,1.3557692307692308
Dairy Products,250,Wedding,350,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,Moderate,20,2024-03-22 13:13:28.163265280,2024,3,22,4,0,1,1.4
Meat,250,Birthday,350,Room Temperature,Regular,Summer,Sit-down Dinner,Suburban,Moderate,20,2024-03-22 19:06:07.346938880,2024,3,22,4,0,1,1.4
Meat,300,Social Gathering,400,Room Temperature,Regular,Winter,Finger Food,Rural,Moderate,15,2024-03-23 06:51:25.714285824,2024,3,23,5,1,1,1.3333333333333333
Baked Goods,400,Birthday,500,Room Temperature,Regular,Winter,Sit-down Dinner,Suburban,High,40,2024-03-23 18:36:44.081632768,2024,3,23,5,1,1,1.25
Meat,350,Social Gathering,450,Refrigerated,Regular,Winter,Sit-down Dinner,Suburban,Moderate,25,2024-03-24 00:29:23.265306112,2024,3,24,6,1,1,1.2857142857142858
Baked Goods,400,Social Gathering,500,Room Temperature,Regular,Winter,Finger Food,Rural,High,40,2024-03-24 06:22:02.448979712,2024,3,24,6,1,1,1.25
Baked Goods,320,Corporate,400,Room Temperature,Regular,Summer,Finger Food,Suburban,Moderate,25,2024-03-24 12:14:41.632653056,2024,3,24,6,1,1,1.25
Dairy Products,270,Wedding,400,Room Temperature,Regular,Winter,Sit-down Dinner,Suburban,High,40,2024-03-24 18:07:20.816326656,2024,3,24,6,1,1,1.4814814814814814
Dairy Products,220,Wedding,300,Room Temperature,Regular,Winter,Finger Food,Suburban,Moderate,15,2024-03-25 00:00:00.000000000,2024,3,25,0,0,1,1.3636363636363635
Dairy Products,280,Birthday,350,Room Temperature,Regular,Summer,Finger Food,Suburban,Moderate,20,2024-03-25 05:52:39.183673344,2024,3,25,0,0,1,1.25
Baked Goods,400,Wedding,500,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,High,50,2024-03-25 11:45:18.367346944,2024,3,25,0,0,1,1.25
Vegetables,220,Corporate,300,Refrigerated,Occasional,All Seasons,Finger Food,Suburban,Moderate,15,2024-03-25 17:37:57.551020288,2024,3,25,0,0,1,1.3636363636363635
Baked Goods,247,Corporate,348,Room Temperature,Occasional,Summer,Finger Food,Suburban,Moderate,16,2024-03-25 23:30:36.734693888,2024,3,25,0,0,1,1.408906882591093
